absence_id,employee_id,annee,mois,date_debut,date_fin,nb_jours,motif,justifiee,departement
16042,1340,2022,8,2022-08-04,2022-08-04,1,sick leave,Oui,RH
11155,3392,2022,8,2022-08-05,2022-08-12,8,Enfant malade,Oui,Marketing
10677,2475,2022,6,2022-06-21,2022-06-25,5,RTT,Oui,R&D
14952,2126,2023,9,2023-09-26,2023-10-08,13,Congé sans solde,Oui,Opérations
12838,1347,2024,12,2024-12-08,2024-12-19,12,RTT,Oui,Marketing
12046,2129,2024,8,2024-08-14,2024-08-27,14,Congé payé,Oui,Informatique
15703,2721,2022,10,2022-10-13,2022-10-30,18,Enfant malade,Oui,Opérations
13995,1416,2022,8,2022-08-09,2022-08-26,18,Congé payé,Oui,R&D
13955,2218,2024,4,2024-04-11,2024-04-27,17,Congé payé,Oui,Logistique
15941,2068,2023,4,2023-04-27,2023-05-06,10,Formation,Oui,R&D
11407,1761,2022,9,2022-09-25,2022-09-30,6,Maternité/Paternité,Oui,Logistique
14052,1271,2022,6,2022-06-07,2022-06-22,16,Formation,Oui,Juridique
14418,2945,2023,1,2023-01-02,2023-01-10,9,Congé payé,Oui,R&D
14606,1749,2022,10,2022-10-11,2022-10-11,1,Congé payé,Oui,Logistique
12467,2138,2024,5,2024-05-21,2024-05-28,8,Absence injustifiée,Non,Direction
14777,2806,2023,12,2023-12-23,2023-12-23,1,Formation,Oui,Direction
15634,2761,2022,6,2022-06-11,2022-06-20,10,Congé payé,Oui,Informatique
13915,2157,2022,10,2022-10-18,2022-11-02,16,Congé payé,Oui,Logistique
11006,2132,2024,12,2024-12-01,2024-12-12,12,Enfant malade,Oui,RH
15271,2909,2022,3,2022-03-28,2022-04-16,20,RTT,Oui,RH
14970,1335,2024,6,2024-06-15,2024-06-19,5,Maladie,Oui,Sales
10471,2243,2024,12,2024-12-24,2025-01-04,12,Congé sans solde,Oui,Direction
14248,1449,2024,2,2024-02-07,2024-02-12,6,Absence injustifiée,Non,Juridique
11601,1599,2023,10,2023-10-17,2023-11-03,18,Congé payé,Oui,Commercial
15948,3333,2022,7,2022-07-19,2022-08-04,17,Maladie,Oui,Juridique
11523,2630,2022,8,2022-08-27,2022-08-27,1,Congé payé,Oui,Finance
14380,2183,2024,11,2024-11-01,2024-11-05,5,Formation,Oui,Direction
15896,1402,2023,2,2023-02-24,2023-02-24,1,Enfant malade,Oui,Logistique
10990,3056,2023,7,2023-07-28,2023-08-09,13,Maladie,Oui,Marketing
13796,2712,2024,3,2024-03-01,2024-03-08,8,Congé payé,Oui,Logistique
14570,1311,2022,8,2022-08-01,2022-08-01,1,sick leave,Oui,Opérations
15665,2192,2023,4,2023-04-02,2023-04-17,16,Maladie,Oui,Logistique
10074,3123,2024,12,2024-12-14,2024-12-28,-15,Formation,Oui,Commercial
10934,2333,2024,4,2024-04-14,2024-04-21,8,Enfant malade,Oui,Marketing
10368,3187,2024,10,2024-10-16,2024-10-16,1,Accident du travail,Oui,Juridique
12270,3287,2023,5,2023-05-22,2023-05-30,9,Congé payé,Oui,Commercial
11038,2122,2024,11,2024-11-07,2024-11-07,1,Congé payé,Oui,Management
10855,1296,2024,4,2024-04-11,2024-04-23,13,Congé sans solde,Oui,Juridique
11671,1775,2023,5,2023-05-14,2023-05-22,9,RTT,Oui,R&D
14099,2448,2023,1,2023-01-11,2023-01-23,13,Maladie,Oui,Logistique
13331,2977,2023,12,2023-12-02,2023-12-11,10,Maladie,Oui,Commercial
12871,2485,2024,7,2024-07-01,2024-07-19,19,RTT,Oui,R&D
16118,3333,2022,7,2022-07-19,2022-08-04,16,Maladie,Oui,Juridique
12268,3173,2023,2,2023-02-06,2023-02-26,21,RTT,Oui,Commercial
13657,3321,2023,4,2023-04-19,2023-04-27,9,Maladie,Oui,Juridique
13332,2196,2022,4,2022-04-06,2022-04-09,4,Congé sans solde,Oui,Commercial
16138,3239,2022,3,2022-03-12,2022-03-30,20,RTT,Oui,Finance
13452,1824,2022,2,2022-02-15,2022-03-03,17,RTT,Oui,Marketing
15816,2126,2023,8,2023-08-02,2023-08-13,12,Congé payé,Oui,Opérations
15272,3315,2022,6,2022-06-02,2022-06-04,3,Congé payé,Oui,Commercial
11894,1663,2024,5,2024-05-01,2024-05-01,1,Absence injustifiée,Non,Opérations
14624,2058,2023,11,2023-11-22,2023-11-30,9,Absence injustifiée,Non,Juridique
13380,1409,2022,8,2022-08-19,2022-08-30,12,Absence injustifiée,Non,Logistique
13901,1981,2024,7,2024-07-13,2024-07-14,2,sick leave,Oui,Direction
12217,3061,2023,9,2023-09-03,2023-09-12,10,RTT,Oui,R&D
13992,3189,2022,2,2022-02-25,2022-03-12,16,paid leave,Oui,Finance
11790,1051,2022,5,2022-05-08,2022-05-11,4,RTT,Oui,Opérations
14184,2173,2024,11,2024-11-12,2024-11-22,11,Accident du travail,Oui,Direction
10277,2822,2023,11,2023-11-02,2023-11-03,2,Absence injustifiée,Non,Marketing
13950,2187,2023,11,2023-11-02,2023-11-09,8,Maternité/Paternité,Oui,RH
14641,1712,2024,1,2024-01-21,2024-01-21,1,paid leave,Oui,Juridique
11943,1655,2022,11,2022-11-25,2022-11-30,6,RTT,Oui,Commercial
13277,3123,2024,4,2024-04-08,2024-04-28,21,Congé payé,Oui,Commercial
13058,1051,2023,8,2023-08-13,2023-08-19,7,Congé payé,Oui,Opérations
12921,3015,2024,8,2024-08-12,2024-08-30,19,Congé sans solde,Oui,Commercial
12861,3065,2023,2,2023-02-04,2023-02-11,8,Maladie,Oui,RH
10984,1663,2022,7,2022-07-28,2022-08-08,12,sick leave,Oui,Opérations
12069,2776,2023,10,2023-10-26,2023-10-27,2,Maladie,Oui,Juridique
11762,1533,2024,11,2024-11-20,2024-11-20,1,RTT,Oui,Logistique
15364,2625,2024,8,2024-08-01,2024-08-03,3,Congé payé,Oui,Commercial
13925,3123,2022,2,2022-02-08,2022-02-18,11,Congé payé,Oui,Commercial
14108,2761,2022,4,2022-04-01,2022-04-02,2,Congé sans solde,Oui,Informatique
11926,3099,2024,4,2024-04-20,2024-05-10,21,sick leave,Oui,Commercial
14856,1482,2023,5,2023-05-08,2023-05-13,6,Enfant malade,Oui,Juridique
12102,1121,2024,11,2024-11-28,2024-11-30,3,Maladie,Oui,Direction
10502,2196,2024,12,2024-12-01,2024-12-01,1,Maladie,Oui,Commercial
11978,1469,2023,8,2023-08-03,2023-08-05,3,sick leave,Oui,Direction
10379,2865,2024,8,2024-08-16,2024-08-29,14,paid leave,Oui,Marketing
13805,1794,2023,2,2023-02-14,2023-02-23,10,RTT,Oui,Opérations
15423,1707,2024,5,2024-05-20,2024-05-22,3,paid leave,Oui,Opérations
15310,2475,2022,12,2022-12-28,2023-01-17,21,Absence injustifiée,Non,R&D
16057,3274,2024,1,2024-01-13,2024-01-26,14,Maladie,Oui,Marketing
15983,2438,2023,2,2023-02-27,2023-03-18,20,Enfant malade,Oui,Informatique
15761,2673,2022,4,2022-04-19,2022-05-03,15,paid leave,Oui,Logistique
11806,2485,2022,10,2022-10-05,2022-10-25,21,RTT,Oui,R&D
15443,3281,2024,7,2024-07-15,2024-07-28,14,Congé sans solde,Oui,Finance
10452,2153,2024,4,2024-04-02,2024-04-11,10,Absence injustifiée,Non,Commercial
13884,1470,2023,5,2023-05-03,2023-05-16,14,RTT,Oui,RH
15150,2344,2024,3,2024-03-15,2024-03-20,6,RTT,Oui,R&D
14868,3148,2023,1,2023-01-25,2023-02-01,8,Maladie,Oui,R&D
15901,2765,2023,8,2023-08-02,2023-08-07,6,Congé payé,Oui,RH
11788,1513,2022,11,2022-11-22,2022-12-03,12,Maladie,Oui,Informatique
13360,1742,2024,7,2024-07-15,2024-07-16,2,RTT,Oui,Informatique
11434,2715,2023,8,2023-08-24,2023-08-31,8,Enfant malade,Oui,Direction
11592,2314,2023,9,2023-09-13,2023-09-26,14,Congé sans solde,Oui,Finance
14925,1347,2023,2,2023-02-13,2023-02-25,13,Accident du travail,Oui,Marketing
13474,1898,2024,7,2024-07-07,2024-07-20,14,Enfant malade,Oui,Opérations
13840,1754,2024,4,2024-04-23,2024-05-13,21,Congé payé,Oui,Finance
10276,2945,2023,7,2023-07-02,2023-07-21,20,RTT,Oui,R&D
15805,2150,2023,6,2023-06-09,2023-06-26,18,RTT,Oui,Finance
13764,3324,2024,5,2024-05-14,2024-05-28,15,Maladie,Oui,R&D
13108,2939,2022,9,2022-09-21,2022-09-26,6,Absence injustifiée,Non,R&D
11321,1533,2023,4,2023-04-19,2023-04-26,8,Congé payé,Oui,Logistique
12275,2317,2024,9,2024-09-07,2024-09-23,17,Congé payé,Oui,Opérations
13230,2988,2022,3,2022-03-09,2022-03-10,2,Enfant malade,Oui,RH
14234,1191,2024,10,2024-10-21,2024-11-08,19,Congé payé,Oui,R&D
14270,2574,2024,5,2024-05-07,2024-05-09,3,Maladie,Oui,Juridique
13716,1712,2023,3,2023-03-28,2023-04-01,5,Congé payé,Oui,Juridique
10146,1481,2024,12,2024-12-23,2024-12-24,2,Formation,Oui,Marketing
14878,1543,2023,9,2023-09-04,2023-09-08,5,Absence injustifiée,Non,Finance
15659,1106,2022,11,2022-11-09,2022-11-12,4,Maladie,Oui,Marketing
14644,1488,2023,1,2023-01-22,2023-02-08,18,Formation,Oui,Finance
14765,2135,2024,3,2024-03-23,2024-04-01,10,Congé payé,Oui,Finance
15786,2016,2024,6,2024-06-26,2024-06-27,2,Accident du travail,Oui,RH
14772,2235,2022,10,2022-10-28,2022-11-01,5,Maternité/Paternité,Oui,Informatique
13222,1290,2023,9,2023-09-04,2023-09-04,1,RTT,Oui,Informatique
12852,2351,2022,10,2022-10-26,2022-11-12,18,paid leave,Oui,Logistique
12138,1485,2023,11,2023-11-11,2023-11-18,8,Accident du travail,Oui,Direction
11290,2235,2022,5,2022-05-24,2022-06-10,18,paid leave,Oui,Informatique
12536,2764,2022,11,2022-11-10,2022-11-19,10,Formation,Oui,Opérations
13725,1425,2023,3,2023-03-25,2023-03-29,5,RTT,Oui,Juridique
14543,1482,2022,8,2022-08-23,2022-08-26,4,Maladie,Oui,Juridique
16001,1482,2023,10,2023-10-06,2023-10-14,9,Formation,Oui,Juridique
15471,1756,2023,4,2023-04-04,2023-04-24,21,RTT,Oui,Finance
13810,2772,2022,9,2022-09-28,2022-10-12,15,Accident du travail,Oui,Marketing
11735,2129,2023,12,2023-12-26,2024-01-02,8,Congé payé,Oui,Informatique
12451,2189,2024,6,2024-06-08,2024-06-26,19,RTT,Oui,RH
11553,2909,2022,1,2022-01-19,2022-01-30,12,Formation,Oui,RH
10620,1081,2022,3,2022-03-17,2022-03-18,2,sick leave,Oui,Juridique
10597,1746,2024,9,2024-09-05,2024-09-15,11,Enfant malade,Oui,Finance
15005,2136,2023,8,2023-08-10,2023-08-11,2,Maladie,Oui,Juridique
11821,1934,2022,11,2022-11-10,2022-11-18,9,sick leave,Oui,Direction
12836,2012,2024,2,2024-02-08,2024-02-09,2,paid leave,Oui,R&D
12299,3149,2022,7,2022-07-12,2022-07-31,20,sick leave,Oui,Direction
13092,2016,2023,5,2023-05-03,2023-05-14,12,Maladie,Oui,RH
10073,1374,2023,10,2023-10-10,2023-10-27,-18,RTT,Oui,Marketing
15754,3000,2024,2,2024-02-08,2024-02-21,14,Formation,Oui,Opérations
11349,1421,2023,11,2023-11-14,2023-12-03,20,Maladie,Oui,Finance
14499,2400,2022,6,2022-06-14,2022-06-26,13,Maternité/Paternité,Oui,Finance
10254,2191,2022,8,2022-08-06,2022-08-07,2,Formation,Oui,R&D
10615,2945,2022,4,2022-04-02,2022-04-22,21,paid leave,Oui,R&D
15781,1626,2023,2,2023-02-08,2023-02-13,6,Enfant malade,Oui,Commercial
15428,2765,2024,4,2024-04-03,2024-04-19,17,Enfant malade,Oui,RH
13318,2314,2022,1,2022-01-09,2022-01-11,3,Maladie,Oui,Finance
11797,1501,2023,5,2023-05-09,2023-05-21,13,Absence injustifiée,Non,R&D
10047,1710,2023,9,2023-09-28,2023-09-26,-3,Maladie,Oui,Opérations
12056,2712,2023,1,2023-01-14,2023-01-14,1,Congé payé,Oui,Logistique
13737,1721,2024,4,2024-04-11,2024-04-27,17,Congé sans solde,Oui,Juridique
12051,1501,2024,6,2024-06-27,2024-07-10,14,RTT,Oui,R&D
15745,3371,2022,9,2022-09-20,2022-10-05,16,Congé sans solde,Oui,Direction
12039,1550,2024,9,2024-09-16,2024-09-16,1,RTT,Oui,Marketing
12569,2351,2023,6,2023-06-17,2023-06-25,9,Congé payé,Oui,Logistique
10396,3289,2022,3,2022-03-02,2022-03-16,15,Maladie,Oui,Marketing
12381,3315,2022,5,2022-05-08,2022-05-24,17,Congé payé,Oui,Commercial
12730,3096,2023,7,2023-07-23,2023-08-03,12,RTT,Oui,Logistique
12290,2939,2022,4,2022-04-06,2022-04-19,14,paid leave,Oui,R&D
12967,2134,2024,6,2024-06-04,2024-06-12,9,Congé payé,Oui,Direction
10539,2535,2023,3,2023-03-03,2023-03-07,5,Maternité/Paternité,Oui,Direction
13582,2428,2022,6,2022-06-22,2022-06-25,4,Congé payé,Oui,Juridique
14510,1155,2023,4,2023-04-27,2023-05-02,6,Formation,Oui,Direction
12430,2118,2023,3,2023-03-25,2023-03-29,5,Accident du travail,Oui,Opérations
11715,1416,2024,12,2024-12-20,2024-12-27,8,Enfant malade,Oui,R&D
15965,2060,2022,1,2022-01-23,2022-02-04,13,sick leave,Oui,Logistique
14071,3324,2024,1,2024-01-16,2024-01-31,16,sick leave,Oui,R&D
15163,3145,2023,9,2023-09-08,2023-09-16,9,Absence injustifiée,Non,Commercial
14090,2324,2023,12,2023-12-22,2024-01-04,14,Congé sans solde,Oui,Commercial
12841,1460,2024,1,2024-01-24,2024-01-29,6,RTT,Oui,R&D
10107,1327,2024,12,2024-12-03,2024-12-08,6,RTT,Oui,RH
16018,1957,2024,8,2024-08-05,2024-08-07,3,Maternité/Paternité,Oui,Finance
13101,1663,2022,1,2022-01-27,2022-02-14,19,Congé payé,Oui,Opérations
12761,2173,2022,12,2022-12-13,2022-12-19,7,paid leave,Oui,Direction
15858,1127,2023,12,2023-12-19,2023-12-22,4,Accident du travail,Oui,Marketing
10087,2038,2023,11,2023-11-16,2023-11-29,-14,Absence injustifiée,Non,Informatique
15790,1633,2022,10,2022-10-12,2022-10-15,4,sick leave,Oui,Opérations
15774,3293,2022,5,2022-05-08,2022-05-12,5,Congé payé,Oui,Finance
13291,1399,2024,8,2024-08-21,2024-08-23,3,Maladie,Oui,Juridique
11743,2617,2022,12,2022-12-18,2022-12-26,9,paid leave,Oui,Opérations
10160,2755,2023,4,2023-04-27,2023-05-01,5,Maladie,Oui,Informatique
13755,1445,2022,3,2022-03-02,2022-03-20,19,Maternité/Paternité,Oui,Informatique
13775,1450,2022,3,2022-03-05,2022-03-08,4,Congé payé,Oui,Finance
13572,3065,2024,9,2024-09-02,2024-09-11,10,Enfant malade,Oui,RH
10512,1866,2022,1,2022-01-15,2022-01-31,17,Absence injustifiée,Non,Informatique
14083,2575,2024,3,2024-03-28,2024-04-01,5,Formation,Oui,Commercial
15544,1177,2024,8,2024-08-25,2024-09-12,19,Congé payé,Oui,RH
11805,2283,2024,5,2024-05-13,2024-05-23,11,Formation,Oui,Opérations
14303,1335,2023,1,2023-01-05,2023-01-16,12,Accident du travail,Oui,Sales
11053,3204,2022,7,2022-07-10,2022-07-28,19,Absence injustifiée,Non,Direction
10065,1513,2024,12,2024-12-26,2025-01-01,-7,Congé sans solde,Oui,Informatique
12401,1712,2024,10,2024-10-03,2024-10-21,19,Maladie,Oui,Juridique
11804,1327,2024,10,2024-10-10,2024-10-10,1,Maladie,Oui,RH
10896,2653,2023,11,2023-11-24,2023-11-26,3,RTT,Oui,Finance
15980,2155,2024,8,2024-08-10,2024-08-10,1,sick leave,Oui,Informatique
10255,2988,2022,12,2022-12-26,2023-01-01,7,Enfant malade,Oui,RH
14056,1744,2023,6,2023-06-04,2023-06-20,17,Formation,Oui,Direction
14755,2351,2024,7,2024-07-12,2024-07-15,4,Accident du travail,Oui,Logistique
11994,1333,2024,6,2024-06-18,2024-06-20,3,Maternité/Paternité,Oui,R&D
10390,1934,2023,9,2023-09-11,2023-09-30,20,Accident du travail,Oui,Direction
13454,1229,2024,7,2024-07-15,2024-07-19,5,Maladie,Oui,Informatique
11178,2764,2023,2,2023-02-25,2023-02-26,2,Accident du travail,Oui,Opérations
15632,1812,2023,11,2023-11-17,2023-12-04,18,Maladie,Oui,Juridique
14548,2911,2024,11,2024-11-07,2024-11-11,5,Congé payé,Oui,Direction
11583,2150,2023,3,2023-03-08,2023-03-20,13,Congé sans solde,Oui,Finance
14496,1663,2024,10,2024-10-02,2024-10-06,5,Maladie,Oui,Opérations
14784,1306,2024,11,2024-11-21,2024-12-11,21,sick leave,Oui,Informatique
13604,1254,2024,7,2024-07-19,2024-07-27,9,Congé payé,Oui,Finance
12703,1898,2022,5,2022-05-23,2022-05-31,9,Congé payé,Oui,Opérations
15842,1576,2023,4,2023-04-03,2023-04-21,19,Maladie,Oui,Juridique
11739,1544,2023,4,2023-04-12,2023-04-22,11,Congé payé,Oui,Direction
10375,2183,2023,3,2023-03-02,2023-03-17,16,Congé payé,Oui,Direction
14995,2822,2023,12,2023-12-07,2023-12-14,8,Formation,Oui,Marketing
11657,2343,2022,1,2022-01-08,2022-01-18,11,paid leave,Oui,Marketing
10395,1770,2023,4,2023-04-17,2023-04-27,11,Absence injustifiée,Non,R&D
13536,3356,2024,6,2024-06-18,2024-06-29,12,RTT,Oui,Finance
12658,3173,2023,4,2023-04-07,2023-04-15,9,Accident du travail,Oui,Commercial
13103,3316,2024,7,2024-07-27,2024-07-31,5,sick leave,Oui,RH
15441,1300,2024,9,2024-09-05,2024-09-09,5,Accident du travail,Oui,Commercial
13730,2911,2024,10,2024-10-16,2024-10-23,8,Maladie,Oui,Direction
15818,2574,2023,2,2023-02-23,2023-02-27,5,sick leave,Oui,Juridique
13176,2939,2024,11,2024-11-12,2024-12-01,20,Congé sans solde,Oui,R&D
10101,3292,2023,10,2023-10-02,2023-10-07,6,Maladie,Oui,RH
11057,2916,2022,12,2022-12-14,2023-01-03,21,Maladie,Oui,Commercial
10689,2217,2022,9,2022-09-11,2022-09-21,11,Congé payé,Oui,Commercial
14763,3251,2023,10,2023-10-08,2023-10-12,5,Absence injustifiée,Non,R&D
14609,1756,2022,1,2022-01-12,2022-01-19,8,Congé payé,Oui,Finance
11160,2036,2023,4,2023-04-19,2023-04-26,8,Congé sans solde,Oui,Informatique
10057,1862,2023,10,2023-10-02,2023-10-09,-8,Maladie,Oui,RH
15353,2453,2024,1,2024-01-21,2024-01-28,8,paid leave,Oui,RH
11433,1812,2022,10,2022-10-18,2022-10-20,3,sick leave,Oui,Juridique
13613,1952,2022,11,2022-11-05,2022-11-05,1,Formation,Oui,Informatique
11705,2743,2023,11,2023-11-23,2023-12-08,16,Accident du travail,Oui,Opérations
11418,1898,2024,8,2024-08-26,2024-09-03,9,Formation,Oui,Opérations
13190,1709,2024,1,2024-01-03,2024-01-16,14,Maladie,Oui,R&D
14780,1824,2024,11,2024-11-05,2024-11-14,10,RTT,Oui,Marketing
12830,2165,2024,2,2024-02-23,2024-03-08,15,Maladie,Oui,RH
15468,1273,2024,10,2024-10-06,2024-10-14,9,Enfant malade,Oui,Informatique
10861,1255,2023,12,2023-12-18,2023-12-27,10,Absence injustifiée,Non,R&D
11332,2193,2023,1,2023-01-13,2023-01-31,19,Maternité/Paternité,Oui,Marketing
12478,1966,2024,3,2024-03-20,2024-03-30,11,Maladie,Oui,Logistique
13602,3056,2023,8,2023-08-25,2023-09-08,15,Maladie,Oui,Marketing
10388,1642,2024,11,2024-11-13,2024-11-22,10,Maladie,Oui,Juridique
10518,1756,2024,7,2024-07-11,2024-07-14,4,Congé payé,Oui,Finance
11217,2404,2022,6,2022-06-13,2022-06-14,2,Maladie,Oui,R&D
11138,3154,2022,9,2022-09-10,2022-09-19,10,Maladie,Oui,R&D
15381,1470,2024,8,2024-08-18,2024-08-24,7,Congé sans solde,Oui,RH
13005,1467,2022,2,2022-02-28,2022-02-28,1,Formation,Oui,Logistique
10772,2289,2024,6,2024-06-05,2024-06-13,9,Enfant malade,Oui,Marketing
14916,3398,2023,11,2023-11-08,2023-11-09,2,Formation,Oui,Informatique
13033,1881,2024,8,2024-08-10,2024-08-16,7,Congé payé,Oui,Direction
14353,3123,2022,4,2022-04-02,2022-04-09,8,RTT,Oui,Commercial
14036,1669,2024,4,2024-04-24,2024-04-30,7,sick leave,Oui,Juridique
12749,1015,2024,9,2024-09-01,2024-09-04,4,Maladie,Oui,Logistique
10315,3061,2024,7,2024-07-23,2024-08-04,13,paid leave,Oui,R&D
12553,1681,2024,7,2024-07-07,2024-07-24,18,Congé payé,Oui,Logistique
16088,3321,2024,2,2024-02-17,2024-02-26,10,Maladie,Oui,Juridique
10596,1218,2024,9,2024-09-14,2024-09-22,9,Maladie,Oui,Juridique
10979,1228,2023,10,2023-10-10,2023-10-27,18,Maladie,Oui,Informatique
13208,2135,2022,10,2022-10-09,2022-10-13,5,Maladie,Oui,Finance
12492,3136,2022,1,2022-01-22,2022-02-06,16,Maladie,Oui,Finance
14738,1655,2023,12,2023-12-09,2023-12-11,3,Formation,Oui,Commercial
12074,3047,2024,12,2024-12-28,2025-01-12,16,RTT,Oui,Juridique
15987,1983,2023,6,2023-06-28,2023-07-14,17,Maladie,Oui,Finance
15521,3274,2024,1,2024-01-23,2024-01-23,1,Accident du travail,Oui,Marketing
15002,1642,2023,7,2023-07-26,2023-08-13,19,sick leave,Oui,Juridique
12073,3000,2023,9,2023-09-28,2023-10-06,9,Enfant malade,Oui,Opérations
11651,1734,2023,5,2023-05-11,2023-05-31,21,Maladie,Oui,Commercial
12706,1742,2023,5,2023-05-16,2023-05-25,10,Congé payé,Oui,Informatique
12931,3047,2024,11,2024-11-12,2024-12-02,21,Formation,Oui,Juridique
12580,2573,2023,5,2023-05-14,2023-05-16,3,Congé payé,Oui,RH
12680,2091,2024,6,2024-06-07,2024-06-27,21,sick leave,Oui,Direction
12582,1081,2023,8,2023-08-22,2023-08-27,6,Absence injustifiée,Non,Juridique
15043,2061,2022,4,2022-04-01,2022-04-20,20,RTT,Oui,Direction
15622,1749,2024,1,2024-01-08,2024-01-08,1,Maladie,Oui,Logistique
11614,3024,2022,12,2022-12-16,2022-12-30,15,Maladie,Oui,RH
11190,3148,2023,8,2023-08-23,2023-08-28,6,Maladie,Oui,R&D
11192,2977,2024,10,2024-10-21,2024-11-07,18,Congé sans solde,Oui,Commercial
14162,3341,2024,11,2024-11-16,2024-11-25,10,Maladie,Oui,RH
13024,1335,2023,7,2023-07-15,2023-07-25,11,Congé sans solde,Oui,Sales
11329,1409,2024,5,2024-05-06,2024-05-06,1,RTT,Oui,Logistique
13756,2244,2022,4,2022-04-22,2022-05-12,21,Maladie,Oui,RH
11626,2810,2024,3,2024-03-07,2024-03-10,4,Maladie,Oui,RH
16126,2453,2023,8,2023-08-14,2023-08-27,13,Congé sans solde,Oui,RH
11087,1147,2022,1,2022-01-07,2022-01-12,6,Congé payé,Oui,Direction
15010,1271,2023,6,2023-06-07,2023-06-08,2,Congé payé,Oui,Juridique
15889,2625,2023,1,2023-01-13,2023-01-24,12,Maternité/Paternité,Oui,Commercial
15978,1934,2024,4,2024-04-10,2024-04-26,17,Maladie,Oui,Direction
15685,2153,2023,8,2023-08-24,2023-08-29,6,Maladie,Oui,Commercial
15840,1927,2022,4,2022-04-25,2022-04-29,5,Maladie,Oui,Informatique
10692,2754,2022,6,2022-06-15,2022-06-20,6,paid leave,Oui,Opérations
15551,1106,2022,10,2022-10-14,2022-10-18,5,Maladie,Oui,Marketing
10937,2453,2022,10,2022-10-11,2022-10-24,14,Accident du travail,Oui,RH
11956,2126,2024,5,2024-05-01,2024-05-20,20,sick leave,Oui,Opérations
10742,1427,2022,7,2022-07-15,2022-07-22,8,Maladie,Oui,Legal
15477,3321,2024,9,2024-09-09,2024-09-26,18,paid leave,Oui,Juridique
15408,1273,2024,7,2024-07-17,2024-08-05,20,Accident du travail,Oui,Informatique
14708,2370,2024,4,2024-04-09,2024-04-23,15,RTT,Oui,Informatique
12139,2038,2022,11,2022-11-15,2022-12-03,19,Maternité/Paternité,Oui,Informatique
13870,2690,2023,10,2023-10-10,2023-10-19,10,Maternité/Paternité,Oui,Commercial
12752,1117,2024,8,2024-08-21,2024-08-26,6,Congé payé,Oui,Marketing
11574,1744,2022,2,2022-02-21,2022-03-03,11,Congé payé,Oui,Direction
12469,2495,2023,7,2023-07-25,2023-07-27,3,Formation,Oui,Juridique
14155,2632,2022,2,2022-02-15,2022-02-15,1,Congé payé,Oui,Logistique
11785,2605,2022,2,2022-02-07,2022-02-23,17,Maladie,Oui,Commercial
13341,1194,2022,9,2022-09-24,2022-10-06,13,Maladie,Oui,R&D
13343,2254,2024,8,2024-08-07,2024-08-23,17,Maladie,Oui,R&D
13031,1616,2023,7,2023-07-16,2023-07-27,12,Accident du travail,Oui,Finance
13447,2046,2023,2,2023-02-14,2023-02-14,1,RTT,Oui,Direction
15916,3295,2024,8,2024-08-28,2024-09-10,14,Absence injustifiée,Non,RH
11650,1254,2024,1,2024-01-22,2024-02-04,14,Enfant malade,Oui,Finance
15341,2221,2024,8,2024-08-03,2024-08-12,10,Congé payé,Oui,R&D
10638,1124,2024,10,2024-10-28,2024-10-29,2,Maternité/Paternité,Oui,Finance
10478,1301,2023,5,2023-05-23,2023-05-23,1,Formation,Oui,Commercial
11866,2283,2022,2,2022-02-13,2022-02-18,6,Congé sans solde,Oui,Opérations
11477,1619,2022,10,2022-10-12,2022-10-13,2,sick leave,Oui,Opérations
10116,2009,2023,10,2023-10-07,2023-10-25,19,RTT,Oui,Finance
15637,2556,2022,4,2022-04-28,2022-05-03,6,Accident du travail,Oui,Direction
14985,1393,2023,1,2023-01-15,2023-01-22,8,RTT,Oui,Logistique
10520,2949,2024,5,2024-05-25,2024-06-04,11,Maladie,Oui,Opérations
14505,2136,2023,12,2023-12-24,2023-12-24,1,sick leave,Oui,Juridique
14405,3028,2024,8,2024-08-03,2024-08-20,18,Maladie,Oui,Finance
13258,1669,2022,5,2022-05-12,2022-05-24,13,Congé payé,Oui,Juridique
13082,2607,2022,9,2022-09-07,2022-09-13,7,paid leave,Oui,Operations
10879,1924,2024,4,2024-04-22,2024-04-28,7,Maladie,Oui,Informatique
11923,2445,2022,8,2022-08-13,2022-08-30,18,Maladie,Oui,Logistique
12597,2525,2022,2,2022-02-11,2022-02-28,18,Formation,Oui,Operations
15375,1877,2022,4,2022-04-26,2022-04-27,2,Accident du travail,Oui,R&D
14824,1927,2022,9,2022-09-17,2022-10-04,18,Congé sans solde,Oui,Informatique
13790,1374,2024,8,2024-08-12,2024-08-31,20,RTT,Oui,Marketing
14080,1449,2022,8,2022-08-11,2022-08-11,1,Maladie,Oui,Juridique
11990,2038,2024,1,2024-01-13,2024-01-14,2,Congé sans solde,Oui,Informatique
15759,2776,2024,12,2024-12-17,2025-01-05,20,RTT,Oui,Juridique
14140,3371,2022,10,2022-10-22,2022-11-10,20,RTT,Oui,Direction
11565,2283,2023,5,2023-05-20,2023-06-08,20,Accident du travail,Oui,Opérations
15722,2218,2024,12,2024-12-04,2024-12-09,6,Enfant malade,Oui,Logistique
15452,2344,2023,9,2023-09-14,2023-09-30,17,sick leave,Oui,R&D
11110,3264,2023,2,2023-02-02,2023-02-14,13,Absence injustifiée,Non,R&D
11528,2155,2023,7,2023-07-05,2023-07-16,12,sick leave,Oui,Informatique
13440,3256,2024,12,2024-12-02,2024-12-07,6,RTT,Oui,Opérations
10536,2879,2023,10,2023-10-06,2023-10-19,14,Congé payé,Oui,Finance
